Bank reference,Narrative,Customer reference,TRN type,Value date,Credit amount,Debit amount,Time,Post date,Balance
4.11091E+15,MARSH ARABIA INSURANCE TFR+,9.66002E+11,Transfer,18/12/2024,"3,001.50",,11:53,18/12/2024,"16,028,812.14"
3.199E+15,MARSH ARABIA INSURANCE TFR+,9.66002E+11,Transfer,18/12/2024,"3,001.50",,11:53,18/12/2024,"16,025,810.64"
3.01112E+15,MARSH ARABIA INSURANCE TFR+,9.66002E+11,Transfer,18/12/2024,"32,602.50",,11:53,18/12/2024,"16,022,809.14"
2.6722E+15,MARSH ARABIA INSURANCE TFR+,9.66002E+11,Transfer,18/12/2024,"70,794.00",,11:53,18/12/2024,"15,990,206.64"
1.06451E+15,MARSH ARABIA INSURANCE TFR+,9.66002E+11,Transfer,18/12/2024,"3,001.50",,11:53,18/12/2024,"15,919,412.64"
9003U41Z7NOP,AL MAJAL SERVICE MASTER TFR+ SUPPLIER BALANCE DEC24,202412315-423,Transfer,18/12/2024,"6,175.50",,10:23,18/12/2024,"15,916,411.14"
946683530951181K,ركة رسن لتقنية المعلومات شركة مساه TFR+ INV241011275268 INV241011250843 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA8820000002601201339940,NONREF,Transfer,18/12/2024,"91,770.00",,10:21,18/12/2024,"15,910,235.64"
5.00003E+11,CRWON PLAZA HOTEL ALKHOBAR CRWON PLAZA HOTEL ALKHOB INTB0079958225550020021E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,18/12/2024,"79,350.00",,10:13,18/12/2024,"15,818,465.64"
V241218095726729,401014602346418 :تنفيذ قضااى 401014602346418 :ذ قضااى /99/16553368 TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,18/12/2024,"1,500.00",,10:13,18/12/2024,"15,739,115.64"
9002S71WGGZT,GENERAL EXPENSES TFR+,SA033-173-122,Transfer,18/12/2024,"16,560.00",,10:01,18/12/2024,"15,737,615.64"
010141217H785215,JASMINE WATER AND BEVERAGES FACTORY JASMINE WATER AND BEVERA Ms Azure Servers TFR+ SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 0101 136419 001,NONREF,Transfer,18/12/2024,"120,000.00",,9:42,18/12/2024,"15,721,055.64"
5.00003E+11,AL RAJHI CAPITAL COMPANY INTB0058313345040012772E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA4980000504608010012772 TRF FROM:SAUDI ARABIA,NONREF,Transfer,18/12/2024,"42,954.80",,9:41,18/12/2024,"15,601,055.64"
9.46684E+15,ركة الدار العربية للطباعة والنشر ا العربية للطباعة والنشر ا Purchase/expenses/Utilit TFR+ ذهبان الربع الاخير فاتورة RIYAD BANK HEAD OFFICE RIYADH,NONREF,Transfer,18/12/2024,"20,700.00",,9:37,18/12/2024,"15,558,100.84"
679071S01197,NESMA TRADING CO. LTD TFR+ /RFB/100 41617,SB12400457414,Transfer,18/12/2024,"142,916.25",,8:58,18/12/2024,"15,537,400.84"
TT CPMN0JHKXIRNN,"CHARGES SAR 130.00 367771Q00V2V TOTAL VAT SAR19,5 ON CHARGE AMOUNT SAR130,",609607,Charges,18/12/2024,,-149.5,6:00,18/12/2024,"15,394,484.59"
TT CPMN0JHKXIRNN,QSCERT MIDDLE EAST W.L.L 367771Q00V2V /RFB/ITC ADVANCE PAYMENT EX Rate : SAR .9996200 BBK TRF TO:BAHRAIN,609607,Transfer,18/12/2024,,"-31,338.09",6:00,18/12/2024,"15,394,634.09"
195071S019MN,KHALIFA ALGOSAIBI COMPAN TFR+,INV00139401,Transfer,17/12/2024,"66,120.00",,16:36,17/12/2024,"15,425,972.18"
POBE-00030,DEPOSIT COMMISSION 001-754381-206 TMD TERM DEPOSIT,NONREF,Transfer,12/12/2024,,"-25,000,000.00",16:33,17/12/2024,"15,359,852.18"
YRTI-25897,LP IPSP2400LGXIC AL DAR ALARABIA SA9720000002091330079901 Riyad Bank RIYADH 20241217SARIBLRIBL6BTMS11632801220 17DEC24 16:32:17,NONREF,Transfer,17/12/2024,"10,350.00",,16:32,17/12/2024,"40,359,852.18"
087071S010LY,APV MIDDLE EAST LTD TFR+ /INV/INV,INTEGRATED TELEC,Transfer,17/12/2024,"35,857.75",,16:28,17/12/2024,"40,349,502.18"
414071S00L9O,SCHWEITZER ENGINEEING TFR+ INV0045999,INV SETTLE,Transfer,17/12/2024,"4,759.71",,16:21,17/12/2024,"40,313,644.43"
DAF5-00039,COLLECINTG حسين رافع العنزي SALES BSF 912482 ID : B 1055600660 الدمام 0564080872 ALARABI FACTORY,NONREF,Cheque,19/12/2024,"2,570.00",,16:04,17/12/2024,"40,308,884.72"
906517S689Q9,ARABIAN SHIELD COOPERATI TFR+ INV0045916 - INV0045911 SA3545000000001754381001,24-0050020,Transfer,17/12/2024,"15,210.45",,15:58,17/12/2024,"40,306,314.72"
1604FT24352L2RVY,CONTROL AND ANTI CORRUPTION AUTHORI CONTROL AND ANTI CORRUPT 23173423807975100 2837 TFR+ SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"53,130.00",,15:41,17/12/2024,"40,291,104.27"
90063B3RXCTL,NEW TOWERS TRADING COMPA TFR+ 400348 1000019358 DEC,4.8E+11,Transfer,17/12/2024,"52,358.38",,15:21,17/12/2024,"40,237,974.27"
5.00003E+11,ETHAD ALRAJHI FOR REAL ESTSE COMPAN ETHAD ALRAJHI FOR REAL E /33/Repayment of Loans TFR+ INTB0165903593620903534E4C171072 AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH,NONREF,Transfer,17/12/2024,"39,335.75",,15:12,17/12/2024,"40,185,615.89"
YRTI-20669,LP IPSP2400LGFXY شركة سجى للطاقة SA9310000065915259000107 Saudi National Bank JEDDAH 20241217SANCBKNCBK6B82411429741843 17DEC24 14:30:09,NONREF,Transfer,17/12/2024,"2,300.00",,14:30,17/12/2024,"40,146,280.14"
596171S0049C,MY CLINIC INTER MEDICAL TFR+,TRF-ITCDEC24OPX,Transfer,17/12/2024,"1,011,577.85",,14:25,17/12/2024,"40,143,980.14"
EBCS-06068,FROM GLOBAL TECHNOLOGIES purchases INVESTMENT PURPOSE,NONREF,Transfer,17/12/2024,"30,781.02",,14:04,17/12/2024,"39,132,402.29"
YRTI-19002,LP IPSP2400LGDD6 MOHD IBRAHIM AL SHAMASY SA0680000106608010000563 Alrajhi Bank RIYADH 20241217SARJHIRJHI6BOPF11351194587 17DEC24 13:51:26,NONREF,Transfer,17/12/2024,"18,285.00",,13:51,17/12/2024,"39,101,621.27"
YRTI-18479,LP IPSP2400LGCNL مباركيه للفنادق المحدوده SA4580000341608011000112 Alrajhi Bank RIYADH 20241217SARJHIRJHI6BOPF11339213377 17DEC24 13:39:18,NONREF,Transfer,17/12/2024,"9,179.97",,13:39,17/12/2024,"39,083,336.27"
52773FIN161224,FINANCE DIVISION CINV240921268475 TFR+ 24/09/2024 BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 0800833051682 TRF FROM:SAUDI ARABIA,NONREF,Transfer,17/12/2024,"4,312.50",,13:21,17/12/2024,"39,074,156.30"
NCBK82424352APXS,ركه الشرق الأوسط للانترنت المحدودة TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 25056888000109 TRF FROM:SAUDI ARABIA,NONREF,Transfer,17/12/2024,"1,000,000.00",,13:05,17/12/2024,"39,069,843.80"
TJD2-00024,INCOME ايراد اتصﻼت عبدالمحسن محمد حمدي MIX 3 CHEQUE ID : B 1043476496 JED 0510018585 MIX CHEQUE,NONREF,Cheque,19/12/2024,"40,641.00",,12:57,17/12/2024,"38,069,843.80"
TJD2-00023,INCOME ايراد اتصﻼت عبدالمحسن محمد حمدي ALRAJI 9767 ID : B 1043476496 JED 0510018585 ALESAYI,NONREF,Cheque,19/12/2024,"20,996.00",,12:53,17/12/2024,"38,029,202.80"
762371R0109E,ASSYSTEM AND ALI AL-HARB TFR+,NONREF,Transfer,17/12/2024,"174,639.00",,12:36,17/12/2024,"38,008,206.80"
YRTI-15751,LP IPSP2400LG64D ALSHALAWI ALELAMI LILTIJ SA0580000157608010335009 Alrajhi Bank RIYADH 20241217SARJHIRJHI6BOPF11234081089 17DEC24 12:35:06,NONREF,Transfer,17/12/2024,"16,953.30",,12:35,17/12/2024,"37,833,567.80"
YRTI-14495,LP IPSP2400LG391 SYARA MEDDLE EAST COMPAN SA2080000577608010411224 Alrajhi Bank RIYADH 20241217SARJHIRJHI6BOPF11200063048 17DEC24 12:01:14,NONREF,Transfer,17/12/2024,"4,657.50",,12:01,17/12/2024,"37,816,614.50"
CTUJ-00021,DEPOSIT WITHDRAWAL 001-754381-202,NONREF,Transfer,17/12/2024,"1,458,715.28",,11:55,17/12/2024,"37,811,957.00"
CTUJ-00021,DEPOSIT WITHDRAWAL 001-754381-202,NONREF,Transfer,17/12/2024,"25,000,000.00",,11:55,17/12/2024,"36,353,241.72"
010141217H784513,MOHAMMED SAAD ALBAWARDY AND SONS CO TFR+ TRF DEC24 21 SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 0138 588802 001 TRF FROM:SAUDI ARABIA,NONREF,Transfer,17/12/2024,"55,113.75",,11:40,17/12/2024,"11,353,241.72"
EBCQ-05609,FROM MODERN PIONEER SUPP . .,NONREF,Transfer,17/12/2024,"3,036.00",,11:27,17/12/2024,"11,298,127.97"
1604FT24352GW0N1,MERIDIEN MEDINA HOTEL 23173435030769200 INV OC TFR+ 24 AP DEC 21 SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA8405000068209666666001,NONREF,Transfer,17/12/2024,"98,325.00",,11:03,17/12/2024,"11,295,091.97"
NCBK501243526377,Saudi National Bank Operating Expenses INV N TFR+ InvoiceNumberCINV241021251126PONumb er119445 1251126 CC 0546 Group Technology 21 NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"407,100.00",,10:49,17/12/2024,"11,196,766.97"
1604FT24352MWB3J,ALMRJAN ALAAMT LLTTWYR ALAQARI ALMH ALMRJAN ALAAMT LLTTWYR A 23173417270904704 TFR+ SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"77,625.00",,10:34,17/12/2024,"10,789,666.97"
94668352095112SK,شركة مراكز الاتصال expenses/Other TFR+ INV241011243474 INV241011243474 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA6720000002000166479940,NONREF,Transfer,17/12/2024,"193,200.00",,10:20,17/12/2024,"10,712,041.97"
NCBK82424352ALAC,ركة مزارع فقيه للدواجن مساهمة مقفل TFR+ كامل قيمة بضاعه جاهزة NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 00913000000108 TRF FROM:SAUDI ARABIA,NONREF,Transfer,17/12/2024,"162,150.00",,9:49,17/12/2024,"10,518,841.97"
FT24351572713987,ALOTAIR TRADING TRAINDUSTRY GROUP ALOTAIR TRADING TRAINDUS SETTLEMENT OF BILLS TFR+ 72024 1الى فاتورة نت النزلاء فترة BANK AL B BANK AL BILAD EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"140,070.00",,9:32,17/12/2024,"10,356,691.97"
NCBK82424351BBSL,شركة رضا للخدمات الغذااية المحدودة لخدمات الغذااية المحدودة Operating Expenses TFR+ Service/Utility Bills NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"4,140.00",,9:31,17/12/2024,"10,216,621.97"
QST+091162811521,FOOD MANUFACTURING GROUP CO FOOD MANUFACTURING GROUP 2279671612 TFR+ Q0423UJ SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"8,043.10",,9:30,17/12/2024,"10,212,481.97"
LPI202435108486,البنك الاسلامى للتنميه ريال نك الاسلامى للتنميه ريال /PAYROLL/ TFR+ SLY AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,17/12/2024,"498,093.75",,9:26,17/12/2024,"10,204,438.87"
FT24351571894113,MOUKHLSAH EST SETTLEMENT OF BILLS TFR+ 2024 فاتورة شهر نوفمبر BANK AL BILAD BANK AL BILAD EX Rate : SAR 1.0000000 SA9315000436132114970009 TRF FROM:SAUDI ARABIA,NONREF,Transfer,17/12/2024,"13,921.87",,9:15,17/12/2024,"9,706,345.12"
850271N01KWT,ABDUL LATIF JAMEEL SUMMI TFR+,SETTLEMENT,Transfer,17/12/2024,"205,252.50",,9:11,17/12/2024,"9,692,423.25"
654471R00ZJP,MADA CARPET CO TFR+,DUE INVOICE,Transfer,17/12/2024,"9,194.25",,1:41,17/12/2024,"9,487,170.75"
9.12164E+15,SPERRY SUN SAUDIA COMPAN TFR+,3800060353,Transfer,16/12/2024,"71,346.00",,16:46,16/12/2024,"9,477,976.50"
YRTI-27291,LP IPSP2400LE54M RAKYA INDUSTRY CO SA9360100085795029280001 Bank Aljazira JEDDAH 20241216SABJAZBJAZ2BTMS11643339984 16DEC24 16:43:42,NONREF,Transfer,16/12/2024,"1,838.85",,16:43,16/12/2024,"9,406,630.50"
760971R01LV5,BURCKHARDT COMPRESSION TFR+,INV241031259578,Transfer,16/12/2024,276,,16:00,16/12/2024,"9,404,791.65"
200GBMS243511809,"MOHD Y NAGHI MOTR(R) Others,FULL PAYMENT AS P TFR+ 7 INVOICES GULF INTERNATIONAL BANK BSC RIYADH EX Rate : SAR 1.0000000 SA1990000000020000004534",NONREF,Transfer,16/12/2024,"22,252.50",,15:18,16/12/2024,"9,404,515.65"
YRTI-22398,LP IPSP2400LDPBH المدفوعات الخليجية SA4610000024900000068706 Saudi National Bank JEDDAH 20241216SANCBKNCBK6B82411454203367 16DEC24 14:54:23,NONREF,Transfer,16/12/2024,"8,544.50",,14:54,16/12/2024,"9,382,263.15"
52742FIN151224,FINANCE DIVISION CINV240921268890:CN24092 TFR+ 29/09/2024 BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 0800833051682 TRF FROM:SAUDI ARABIA,NONREF,Transfer,16/12/2024,"1,853.80",,12:39,16/12/2024,"9,373,718.65"
FT24351723323440,Al Anwar Medical Hospital Al Anwar Medical Hospita SETTLEMENT OF BILLS TFR+ نوفمبر BANK AL BILAD BANK AL BILAD EX Rate : SAR 1.0000000,NONREF,Transfer,16/12/2024,"2,990.00",,11:50,16/12/2024,"9,371,864.85"
V241216110319283,401024601654811 :تنفيذ قضااى 401024601654811 :ذ قضااى /99/16425252 TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,16/12/2024,"11,994.18",,11:43,16/12/2024,"9,368,874.85"
YRTI-12545,LP IPSP2400LCWNN ROAH ALMOBDAEN EST SA5520000003133133509940 Riyad Bank RIYADH 20241216SARIBLRIBL6BTMS11105329371 16DEC24 11:05:30,NONREF,Transfer,16/12/2024,"4,651.75",,11:05,16/12/2024,"9,356,880.67"
NCBK82424351AMSW,ALGHAYA PROFISNAL Operating Expenses TFR+ Service/Utility Bills Creative Edge Payment on account NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,16/12/2024,"21,338.25",,11:00,16/12/2024,"9,352,228.92"
9466835109510XDA,شركة النايفات للتمويل أخرى / مصروفات TFR+ PYMJ004712 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA2720000002360395209940 TRF FROM:SAUDI ARABIA,NONREF,Transfer,16/12/2024,"43,625.25",,10:53,16/12/2024,"9,330,890.67"
EBN0-00558,FROM FACE CONTRACTING CO Inv Inv,NONREF,Transfer,16/12/2024,"26,529.47",,10:17,16/12/2024,"9,287,265.42"
9466835009510VKG,رع شركة المساندة لخدمات الاسناد وم TFR+ سداد فواتير payment for 5343 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA4420000003540523059940,NONREF,Transfer,16/12/2024,"208,304.10",,9:46,16/12/2024,"9,260,735.95"
ECOF41215H001051,MILLENNIUM COPTHORNE ALNASEEM HOTEL MILLENNIUM COPTHORNE ALN Operational Expenses TFR+ BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA5760100030995010119002,NONREF,Transfer,16/12/2024,"112,926.17",,9:34,16/12/2024,"9,052,431.85"
436671R00MW2,ERAM HOLDING COMPANY TFR+,INVOICE SETTLE.,Transfer,16/12/2024,"22,762.58",,9:28,16/12/2024,"8,939,505.68"
EPHR98124351N70E,ENGIE SOLUTION COMPANY. supplier TFR+ BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5655000000072996600190 TRF FROM:SAUDI ARABIA 3769 34423,NONREF,Transfer,16/12/2024,"51,280.80",,9:25,16/12/2024,"8,916,743.10"
NCBK82424350AJST,ركة الغزاوي المهنية للاستشارات الق ي المهنية للاستشارات الق Operating Expenses TFR+ Service/Utility Bills NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,16/12/2024,"10,481.10",,9:17,16/12/2024,"8,865,462.30"
YRTI-08435,LP IPSP2400LCI9F MZAMEEZ LTD CO SA7480000678608010333228 Alrajhi Bank RIYADH 20241216SARJHIRJHI6BOPF10910185309 16DEC24 09:10:25,NONREF,Transfer,16/12/2024,"5,985.75",,9:10,16/12/2024,"8,854,981.20"
TT CPMN0JE2AIRNN,"CHARGES SAR 130.00 704471N011FM TOTAL VAT SAR19,5 ON CHARGE AMOUNT SAR130,",608973,Charges,16/12/2024,,-149.5,6:00,16/12/2024,"8,848,995.45"
TT CPMN0JE2AIRNN,OMNI DIGITAL EXPERIENCE LLC 704471N011FM EX Rate : SAR 3.7550000,608973,Transfer,16/12/2024,,"-1,338,788.93",6:00,16/12/2024,"8,849,144.95"
LP CPMN2XDFTIRN,"CHARGES SAR 7.00 749171Q00VKH CORP OPS DIV RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609609,Charges,16/12/2024,,-8.05,2:35,16/12/2024,"10,187,933.88"
LP CPMN2XDFTIRN,SAUDI FRANSI CAPITAL COMPANY 749171Q00VKH BANQUE SAUDI FRANSI CORP OPS DIV RIYADH EX Rate : SAR 1.0000000 BANQUE SAUDI FRANSI TRF TO:SAUDI ARABIA,609609,Transfer,16/12/2024,,"-201,250.00",2:35,16/12/2024,"10,187,941.93"
LP CPMN2XDFSIRN,"CHARGES SAR 7.00 222471Q011FA THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609611,Charges,16/12/2024,,-8.05,2:35,16/12/2024,"10,389,191.93"
LP CPMN2XDFSIRN,DAWIYAT INTEGRATED TELECOM 222471Q011FA INTEGRATED TELECOM CO. NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK,609611,Transfer,16/12/2024,,"-5,000,000.00",2:35,16/12/2024,"10,389,199.98"
213871Q0204A,ALMOUWASAT MADINA TFR+,V8058 PYT NOV24,Transfer,16/12/2024,"163,902.60",,2:35,16/12/2024,"15,389,199.98"
YRTJ-00657,LP IPSP2400LBWY4 شركة شاويز المحدوده SA0405000068202733597000 Alinma bank RIYADH 20241216SAINMAINMA6BXXX12109100301 15DEC24 21:09:48,NONREF,Transfer,15/12/2024,"11,971.51",,21:09,15/12/2024,"15,225,297.38"
BTPM-00926,242761608 169 242761608 SADAD:5663885541,MANUAL 4163940,Transfer,15/12/2024,,"-7,657.00",20:10,15/12/2024,"15,213,325.87"
677371Q0123J,BINSALEM SAMAR 072-124415-001 /RFB/ITC CWF PAYMENT,609612,Transfer,15/12/2024,,"-800,000.00",18:27,15/12/2024,"15,220,982.87"
590971Q003JU,ALKHABEER WORKING CAPITA TFR+,PO-01242/01241,Transfer,15/12/2024,"87,348.70",,17:28,15/12/2024,"16,020,982.87"
733771K00OY5,ARABIAN PAPER PRODCO TFR+,WT241109,Transfer,15/12/2024,"53,130.90",,16:17,15/12/2024,"15,933,634.17"
YRTI-88163,LP IPSP2400LB5T1 MALAHI CO SA2030400108057189910034 Arab National Bank RIYADH 20241215SAARNBARNB1B92311606136595 15DEC24 16:06:23,NONREF,Transfer,15/12/2024,"15,291.55",,16:06,15/12/2024,"15,880,503.27"
SAMAERP24350WII4,SAMASARI TFR+ uthority HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 AMASARI TRF FROM:SAUDI ARABIA 15DEC24 14:42:03,NONREF,Transfer,15/12/2024,"194,350.00",,14:42,15/12/2024,"15,865,211.72"
781971Q01FH7,AIBIS RIYADH HOTEL TFR+,1010206051,Transfer,15/12/2024,"44,298.00",,14:39,15/12/2024,"15,670,861.72"
593771Q012C3,CAREEM DELEVERIES CO TFR+,GTG-INTEGRATED,Transfer,15/12/2024,"116,267.30",,14:37,15/12/2024,"15,626,563.72"
O00192321848,OPS AP INTERIM PAY ACCOUNT OPS AP INTERIM PAY ACCOU KSA CINV241111285743U616 TFR+ EMIRATES NBD BANK PJSC EMIRATES BANK INTERNATIO NAL EX Rate : SAR 1.0000000,NONREF,Transfer,15/12/2024,"1,631,774.42",,14:30,15/12/2024,"15,510,296.42"
5.00003E+11,KUN SPORTS COMPANY TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA1780000577608010071002 TRF FROM:SAUDI ARABIA,NONREF,Transfer,15/12/2024,"98,000.00",,14:10,15/12/2024,"13,878,522.00"
YRTI-83066,LP IPSP2400LASRU ن اﻻسﻼمي اﻷمين العام SA1105000068267777777000 Alinma bank RIYADH 20241215SAINMAINMA4BXXX11403153364 15DEC24 14:04:01,NONREF,Transfer,15/12/2024,"3,450.00",,14:04,15/12/2024,"13,780,522.00"
V241215123952429,401014602417162 :تنفيذ قضااى 401014602417162 :ذ قضااى /99/16378355 TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,15/12/2024,"1,500.00",,13:11,15/12/2024,"13,777,072.00"
YRTI-80417,LP IPSP2400LAN34 ة اﻷلف للخدمات الفندقيه SA1410000000900000351103 Saudi National Bank JEDDAH 20241215SANCBKNCBK6B82411303500961 15DEC24 13:03:45,NONREF,Transfer,15/12/2024,"5,554.50",,13:03,15/12/2024,"13,775,572.00"
YRTI-76028,LP IPSP2400LADL6 ATTA UR RAHMAN HASEEB U SA82550000000D8230500191 Banque Saudi Fransi RIYADH 20241215SABSFRBSFR6B98111113550924 15DEC24 11:14:15,NONREF,Transfer,15/12/2024,"13,500.00",,11:14,15/12/2024,"13,770,017.50"
LP IPSP2400LAC5Y,"20241215SASABBSABB6BNET11106088508 TOT CHG SAR 1.00 NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK VATABLE SAR 1.00 VAT AMT SAR 0.15 STANDARD RATE AT 000000000000015 TOTAL VAT SAR0,15 ON CHARGE AMOUNT SAR1,",MANUAL 4357109,Charges,15/12/2024,,-1.15,11:06,15/12/2024,"13,756,517.50"
LP IPSP2400LAC5Y,HASSAN AHMED HASSAN ALMUSWADI 20241215SASABBSABB6BNET11106088508 SA2010000088200000169508NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANKEX Rate SAR 1.0000000,MANUAL 4357109,Transfer,15/12/2024,,"-6,810.88",11:06,15/12/2024,"13,756,518.65"
170471M00AQV,SPEED PRINT FOR PRINTING 011-306925-001,609532,Transfer,15/12/2024,,"-31,733.10",11:05,15/12/2024,"13,763,329.53"
LP CPMN2XAGYIRN,"CHARGES SAR 7.00 389871N00U3P ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609516,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"13,795,062.63"
LP CPMN2XAGYIRN,MONAERAH OMAR ALFOWZAN 389871N00U3P /RFB/ITC RENT APYMENT ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609516,Transfer,15/12/2024,,"-37,576.00",11:05,15/12/2024,"13,795,070.68"
LP CPMN2XAGXIRN,"CHARGES SAR 7.00 455871N00JHD T CORP BR 161 JEDDAH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609555,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"13,832,646.68"
LP CPMN2XAGXIRN,SHBKAAT ALJAWHRH EST 455871N00JHD AL RAJHI BANKING AND INV T CORP BR 161 JEDDAH EX Rate : SAR 1.0000000 AL RAJHI BANKING AND INV T CORP,609555,Transfer,15/12/2024,,"-42,665.00",11:05,15/12/2024,"13,832,654.73"
LP CPMN2XAGWIRN,"CHARGES SAR 7.00 607671N012S6 RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609183,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"13,875,319.73"
LP CPMN2XAGWIRN,MIDDLE EAST AND AFRICA GROUP TECH. 607671N012S6 SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 SAUDI INVESTMENT BANK TRF TO:SAUDI ARABIA,609183,Transfer,15/12/2024,,"-47,293.75",11:05,15/12/2024,"13,875,327.78"
LP CPMN2XAGVIRN,"CHARGES SAR 7.00 870071N00XJ8 THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609552,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"13,922,621.53"
LP CPMN2XAGVIRN,SALEM SALEH SAEED BABGI 870071N00XJ8 /RFB/ITC RENT PAYMENT NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK,609552,Transfer,15/12/2024,,"-50,000.00",11:05,15/12/2024,"13,922,629.58"
408671N013GD,AL HAMMAM HAMMAM 065-030777-001,609548,Transfer,15/12/2024,,"-55,000.00",11:05,15/12/2024,"13,972,629.58"
LP CPMN2XAGUIRN,"CHARGES SAR 7.00 589871N00RS5 ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609547,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"14,027,629.58"
LP CPMN2XAGUIRN,SAAD ABDULAH ALANEZAN 589871N00RS5 /RFB/ITC RENT PAYMENT ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609547,Transfer,15/12/2024,,"-157,000.00",11:05,15/12/2024,"14,027,637.63"
LP CPMN2XAGTIRN,"CHARGES SAR 7.00 210171N00MA2 ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609550,Charges,15/12/2024,,-8.05,11:05,15/12/2024,"14,184,637.63"
LP CPMN2XAGTIRN,MUSHABBAB SAAD ALQAHTANI 210171N00MA2 ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609550,Transfer,15/12/2024,,"-170,000.00",11:05,15/12/2024,"14,184,645.68"
